id,Status_D,Status_C,Status_CL
8024,0.032945544,0.9667891,0.00026531573
8025,0.88059485,0.10297133,0.016433882
8026,0.020238886,0.979055,0.0007061084
8027,0.013348885,0.98323995,0.0034112139
8028,0.93290985,0.05037114,0.016719
8029,0.7761267,0.2084201,0.015453176
8030,0.006865787,0.99239665,0.00073750375
8031,0.057249226,0.8866149,0.056135878
8032,0.15436497,0.84444106,0.0011939799
8033,0.90533435,0.06511481,0.029550847
8034,0.29384774,0.69504416,0.011108118
8035,0.022198483,0.9755729,0.0022286598
8036,0.0055171764,0.14767623,0.8468065
8037,0.65968233,0.2258322,0.11448548
8038,0.17081581,0.80864006,0.020544121
8039,0.96602494,0.017759752,0.016215261
8040,0.3075571,0.67893374,0.01350917
8041,0.6185417,0.3686679,0.0127903875
8042,0.92631984,0.06943828,0.004241844
8043,0.05680597,0.94256234,0.0006316882
8044,0.9884864,0.011306463,0.00020707659
8045,0.52805686,0.23829474,0.23364842
8046,0.08272071,0.91575843,0.0015209088
8047,0.036953546,0.9584998,0.0045466684
8048,0.052346416,0.94549763,0.0021559338
8049,0.14159961,0.8125457,0.04585466
8050,0.62394476,0.36731604,0.008739228
8051,0.93886685,0.053797826,0.007335292
8052,0.012394697,0.9871516,0.00045375375
8053,0.9469418,0.03546254,0.01759565
8054,0.12913506,0.86262816,0.008236713
8055,0.6195372,0.29847583,0.08198705
8056,0.082255386,0.90112513,0.01661949
8057,0.16205835,0.83695596,0.0009856983
8058,0.035421748,0.94849724,0.016081022
8059,0.37319198,0.61998063,0.0068273228
8060,0.57680166,0.08095262,0.3422457
8061,0.75971425,0.16965574,0.07063002
8062,0.9193375,0.07683603,0.0038265253
8063,0.030310057,0.96651626,0.0031737012
8064,0.9264225,0.020031909,0.053545654
8065,0.27706173,0.71403915,0.008899191
8066,0.020025251,0.9736351,0.006339722
8067,0.9637748,0.015411964,0.02081325
8068,0.057919707,0.92867273,0.013407543
8069,0.085569605,0.8773823,0.037048124
8070,0.029082641,0.96768814,0.003229151
8071,0.21540762,0.7713793,0.013213077
8072,0.043188527,0.9476731,0.009138357
8073,0.028881885,0.96736664,0.003751512
8074,0.032486346,0.95170516,0.015808556
8075,0.022441039,0.9725227,0.005036271
8076,0.02005682,0.9763442,0.0035989922
8077,0.47011685,0.09130869,0.4385745
8078,0.89624876,0.08393945,0.019811783
8079,0.05704514,0.94198453,0.0009702855
8080,0.097059794,0.89209384,0.010846411
8081,0.015124905,0.9833445,0.0015306177
8082,0.083800346,0.89426345,0.021936143
8083,0.49919686,0.4687258,0.032077268
8084,0.9711972,0.026328193,0.0024745588
8085,0.015329269,0.9815252,0.003145585
8086,0.99952817,0.00031925747,0.00015264678
8087,0.2446589,0.71489334,0.040447697
8088,0.6940621,0.2974825,0.008455423
8089,0.86724067,0.13023387,0.0025254923
8090,0.9174376,0.06590053,0.016661929
8091,0.021719096,0.9757673,0.002513644
8092,0.99431723,0.0044630975,0.0012197201
8093,0.05832715,0.9197421,0.02193079
8094,0.8350065,0.13628922,0.028704286
8095,0.21994066,0.7350683,0.04499096
8096,0.80866843,0.18344764,0.007883882
8097,0.7751411,0.20004188,0.024817029
8098,0.04147742,0.9528325,0.005690089
8099,0.19584504,0.8013616,0.0027933042
8100,0.9406258,0.056127116,0.003247047
8101,0.79419005,0.16330032,0.042509586
8102,0.107314326,0.7647934,0.12789229
8103,0.6641487,0.28061315,0.055238128
8104,0.40753564,0.368413,0.22405136
8105,0.9898555,0.0092188325,0.0009255899
8106,0.02362985,0.9747863,0.001583894
8107,0.9897428,0.0058694337,0.004387708
8108,0.0668884,0.9222405,0.010871146
8109,0.46596885,0.53328526,0.00074588106
8110,0.005548143,0.9783547,0.016097149
8111,0.19619562,0.67005974,0.13374467
8112,0.11709297,0.8678423,0.0150646735
8113,0.98889226,0.003653138,0.0074545834
8114,0.9306703,0.039259754,0.030069893
8115,0.059840012,0.93770397,0.0024560392
8116,0.063674934,0.9174697,0.018855395
8117,0.6970793,0.27458137,0.028339269
8118,0.20658946,0.75434506,0.03906549
8119,0.28319007,0.60205734,0.1147526
8120,0.022686733,0.9674403,0.009872987
8121,0.6728407,0.28084975,0.04630949
8122,0.0063733277,0.99337536,0.00025134083
8123,0.01646745,0.9830989,0.00043365144
8124,0.24922636,0.31575772,0.43501595
8125,0.22246903,0.7703576,0.00717338
8126,0.050412785,0.9451844,0.0044028447
8127,0.88883793,0.09555147,0.015610588
8128,0.28658462,0.66921204,0.044203352
8129,0.008840369,0.9531283,0.03803131
8130,0.2446258,0.7288449,0.026529355
8131,0.9738055,0.014179288,0.012015188
8132,0.06396104,0.80830795,0.12773095
8133,0.06048525,0.9310682,0.008446572
8134,0.18093456,0.7494811,0.06958433
8135,0.95090204,0.03951245,0.009585437
8136,0.9874856,0.01036656,0.0021479118
8137,0.8315177,0.165535,0.0029473815
8138,0.8780027,0.1098252,0.012172166
8139,0.93625456,0.059965923,0.0037795254
8140,0.0429759,0.9475866,0.009437537
8141,0.017447703,0.97999907,0.0025531594
8142,0.025093563,0.8493262,0.12558022
8143,0.032317907,0.8516352,0.11604683
8144,0.5811514,0.2360225,0.18282613
8145,0.03734723,0.96021664,0.002436184
8146,0.0719478,0.9267723,0.0012799505
8147,0.6315653,0.35916376,0.009270933
8148,0.21918741,0.7784546,0.0023580287
8149,0.005579416,0.9901265,0.0042940993
8150,0.022479517,0.973827,0.0036935133
8151,0.8416813,0.15223266,0.0060860254
8152,0.019883795,0.97814274,0.0019734309
8153,0.09380214,0.895633,0.010564846
8154,0.07204451,0.89920306,0.028752381
8155,0.9546988,0.04033388,0.004967278
8156,0.024688529,0.9662929,0.009018615
8157,0.124591246,0.86007243,0.015336309
8158,0.009819944,0.9876023,0.0025777728
8159,0.64303654,0.21420145,0.14276202
8160,0.23600602,0.72063094,0.04336306
8161,0.084922105,0.895712,0.019365866
8162,0.38439846,0.13601281,0.47958872
8163,0.77713156,0.21377072,0.00909777
8164,0.25453413,0.6696784,0.075787485
8165,0.95372796,0.045635324,0.0006366532
8166,0.32928205,0.6678464,0.0028715676
8167,0.29471266,0.65113443,0.054152876
8168,0.25240117,0.73966265,0.007936185
8169,0.13685863,0.85821986,0.0049215923
8170,0.551122,0.42826498,0.020613043
8171,0.99421185,0.004230434,0.0015576417
8172,0.9372446,0.024486775,0.038268596
8173,0.2749885,0.7217981,0.0032133528
8174,0.009040395,0.99036914,0.0005904221
8175,0.011693817,0.98303396,0.0052722087
8176,0.29086712,0.7066485,0.002484336
8177,0.83881986,0.15467255,0.006507533
8178,0.07852485,0.88021684,0.041258343
8179,0.22470284,0.7614535,0.013843624
8180,0.34044093,0.5829266,0.07663248
8181,0.68961483,0.2769465,0.03343862
8182,0.033594064,0.9649042,0.0015016997
8183,0.7172424,0.2810443,0.0017132396
8184,0.055376656,0.93553287,0.009090461
8185,0.003027924,0.994522,0.0024501192
8186,0.07302224,0.92126316,0.005714604
8187,0.8376774,0.14868085,0.013641753
8188,0.05614773,0.9385799,0.0052723675
8189,0.6557518,0.2537368,0.090511374
8190,0.16060236,0.032593407,0.8068042
8191,0.047527716,0.95003754,0.002434731
8192,0.03350727,0.9604778,0.0060148803
8193,0.0430367,0.9565476,0.00041570308
8194,0.04169196,0.325634,0.6326741
8195,0.18429355,0.81413263,0.0015737523
8196,0.056644835,0.94046056,0.0028946542
8197,0.15711397,0.840981,0.0019050301
8198,0.4010906,0.5716612,0.027248256
8199,0.0296887,0.9665932,0.003718075
8200,0.00488105,0.98980695,0.005311965
8201,0.981781,0.016655143,0.0015637921
8202,0.71343213,0.27539933,0.011168542
8203,0.1249039,0.8704476,0.0046485444
8204,0.8417175,0.1445878,0.013694695
8205,0.04604515,0.9531081,0.00084674667
8206,0.6374568,0.35844448,0.0040987306
8207,0.031634033,0.9675734,0.00079255813
8208,0.8947239,0.060307544,0.044968586
8209,0.67123467,0.29005313,0.038712237
8210,0.036990058,0.9619503,0.0010595671
8211,0.49982727,0.4373967,0.06277605
8212,0.046336997,0.95219886,0.0014642031
8213,0.07390044,0.91460264,0.011496975
8214,0.9803136,0.011620768,0.008065616
8215,0.015788104,0.90421736,0.07999458
8216,0.04275935,0.94838655,0.008854062
8217,0.41109243,0.49710706,0.09180048
8218,0.9320483,0.055255193,0.012696519
8219,0.004928627,0.9892292,0.0058421767
8220,0.037640005,0.9604821,0.0018778828
8221,0.6143949,0.37961623,0.0059888656
8222,0.29451466,0.6902611,0.0152242435
8223,0.16546889,0.79439485,0.040136274
8224,0.5021653,0.40230334,0.09553136
8225,0.91933244,0.06804131,0.012626273
8226,0.9957568,0.003959737,0.0002833997
8227,0.0042209183,0.99370307,0.0020759986
8228,0.11106652,0.880363,0.008570521
8229,0.6492436,0.34663627,0.00412016
8230,0.3058709,0.68033475,0.01379436
8231,0.026427038,0.7500536,0.22351941
8232,0.23985107,0.75510275,0.005046198
8233,0.93354195,0.059445497,0.007012547
8234,0.0122618275,0.9825936,0.005144542
8235,0.41482174,0.49828914,0.08688912
8236,0.6382867,0.3138978,0.04781551
8237,0.06604708,0.91037405,0.023578892
8238,0.47060975,0.5086296,0.020760648
8239,0.91779965,0.027467988,0.05473232
8240,0.07154054,0.89775705,0.030702367
8241,0.98503864,0.014189887,0.0007714896
8242,0.14375691,0.85338914,0.0028539165
8243,0.17521818,0.73151743,0.093264416
8244,0.015387318,0.9842391,0.00037358035
8245,0.026295613,0.9601815,0.013522919
8246,0.4834951,0.5052083,0.011296645
8247,0.004748235,0.9936213,0.0016305288
8248,0.015859863,0.9825812,0.0015590134
8249,0.14620847,0.8464996,0.0072919256
8250,0.048385084,0.93678397,0.014831019
8251,0.25481352,0.7440674,0.0011190613
8252,0.19019572,0.79805565,0.011748616
8253,0.057811946,0.9398801,0.0023080488
8254,0.37648967,0.6118228,0.011687542
8255,0.6969955,0.28947616,0.0135283265
8256,0.4288023,0.53532255,0.035875123
8257,0.11722315,0.8079263,0.07485059
8258,0.9995246,0.00042034543,5.5109038e-05
8259,0.83059365,0.100732684,0.068673626
8260,0.07011153,0.92607903,0.0038094018
8261,0.103838444,0.8915234,0.0046380735
8262,0.12702641,0.8658614,0.0071122
8263,0.07212193,0.89212304,0.035755053
8264,0.22627835,0.7721966,0.0015250486
8265,0.095192015,0.87148845,0.033319492
8266,0.9972299,0.0024265223,0.00034360128
8267,0.06133093,0.936966,0.0017031082
8268,0.08099292,0.9125679,0.006439208
8269,0.041472528,0.9544658,0.0040616626
8270,0.41660687,0.5728447,0.010548461
8271,0.024004538,0.95568824,0.020307172
8272,0.058943074,0.9402218,0.0008351204
8273,0.042469654,0.91127014,0.046260152
8274,0.10066874,0.895686,0.003645303
8275,0.8713782,0.06642493,0.06219688
8276,0.70040673,0.27928984,0.020303464
8277,0.04562099,0.9494589,0.004920108
8278,0.24560343,0.7447976,0.009599024
8279,0.13122264,0.86634266,0.0024347142
8280,0.9807417,0.012291347,0.006967029
8281,0.32087073,0.6210982,0.05803105
8282,0.015379766,0.9708939,0.01372628
8283,0.11406967,0.8841023,0.0018280593
8284,0.034162883,0.9550702,0.01076689
8285,0.89457226,0.103145935,0.0022818586
8286,0.0054663946,0.9925161,0.0020174766
8287,0.30579686,0.6843026,0.0099004805
8288,0.012929617,0.9843476,0.0027227958
8289,0.7220939,0.2633123,0.014593782
8290,0.57249075,0.39607567,0.03143357
8291,0.81054914,0.18437216,0.0050786757
8292,0.19436875,0.7931908,0.012440429
8293,0.044661306,0.954843,0.000495745
8294,0.023852468,0.9751693,0.0009782771
8295,0.036049858,0.95979583,0.004154289
8296,0.18366136,0.8075333,0.008805287
8297,0.14801975,0.84490144,0.0070787873
8298,0.015256857,0.9791501,0.0055930368
8299,0.12623711,0.82103384,0.05272899
8300,0.1661392,0.82575554,0.008105218
8301,0.16800952,0.8046661,0.027324324
8302,0.72445446,0.23052527,0.045020323
8303,0.047254812,0.9511204,0.0016247707
8304,0.9722359,0.015918784,0.011845358
8305,0.016294448,0.9739171,0.0097884
8306,0.030510442,0.96597534,0.003514244
8307,0.9516268,0.0475763,0.00079697795
8308,0.38482785,0.6148044,0.00036776593
8309,0.9359228,0.04962556,0.014451623
8310,0.17945153,0.80553216,0.015016311
8311,0.10065691,0.89696735,0.0023757545
8312,0.021682182,0.9635584,0.014759499
8313,0.01328316,0.97839785,0.0083189625
8314,0.013903468,0.9834517,0.0026448753
8315,0.090932116,0.8383925,0.07067539
8316,0.08954203,0.89829993,0.012157991
8317,0.07665542,0.8955378,0.027806817
8318,0.53687316,0.43565717,0.027469708
8319,0.9785711,0.0055177175,0.015911233
8320,0.33184403,0.65746504,0.010690982
8321,0.33554763,0.65222955,0.012222839
8322,0.5981962,0.36230642,0.039497353
8323,0.99091315,0.0063157966,0.0027710667
8324,0.9608363,0.02375377,0.015410002
8325,0.004969373,0.9906605,0.004370117
8326,0.021380682,0.97043633,0.00818294
8327,0.01721472,0.9773226,0.0054626954
8328,0.92907035,0.07039229,0.0005373337
8329,0.004223463,0.99518114,0.00059539935
8330,0.7476307,0.2076827,0.044686623
8331,0.00933345,0.9903932,0.00027328424
8332,0.3380364,0.59611046,0.06585313
8333,0.072872534,0.9255423,0.0015851673
8334,0.07012321,0.9247904,0.0050864024
8335,0.01488837,0.9842269,0.0008847336
8336,0.80030733,0.19334252,0.0063500837
8337,0.41156283,0.58029044,0.008146722
8338,0.06149951,0.93576634,0.0027341335
8339,0.4466495,0.4252606,0.12808987
8340,0.01925776,0.9783326,0.002409674
8341,0.13484442,0.85083634,0.014319288
8342,0.011207929,0.98699176,0.0018003259
8343,0.16379903,0.8268134,0.009387549
8344,0.79510784,0.15112163,0.05377055
8345,0.0068042027,0.9925487,0.00064701133
8346,0.34074205,0.64969635,0.009561592
8347,0.37689734,0.57665145,0.04645123
8348,0.82213575,0.16736296,0.0105013205
8349,0.016261052,0.9835555,0.00018341075
8350,0.5744227,0.4230417,0.0025355609
8351,0.11825718,0.87452364,0.0072191795
8352,0.018789705,0.98011094,0.0010993158
8353,0.99567753,0.0039773597,0.0003451292
8354,0.9258719,0.024559563,0.04956855
8355,0.011195471,0.9876737,0.0011307822
8356,0.06352249,0.93261325,0.0038642231
8357,0.8929283,0.101984605,0.0050870655
8358,0.97932863,0.009643198,0.011028132
8359,0.011201492,0.9878991,0.0008993778
8360,0.2556888,0.73993456,0.0043766396
8361,0.8298045,0.16665474,0.0035407688
8362,0.10820709,0.85240465,0.03938826
8363,0.6953022,0.3027552,0.0019425974
8364,0.049462903,0.9439742,0.006562876
8365,0.04593766,0.9526356,0.0014266935
8366,0.4868613,0.5104171,0.0027215935
8367,0.05883119,0.9260235,0.015145353
8368,0.026152743,0.970226,0.0036212262
8369,0.3707996,0.5929305,0.036269896
8370,0.1530302,0.83951014,0.00745959
8371,0.09349137,0.8912019,0.015306756
8372,0.9983901,0.0012236176,0.00038638586
8373,0.9676675,0.02448796,0.007844519
8374,0.7864336,0.21044536,0.003121059
8375,0.0035577205,0.9954531,0.0009891792
8376,0.91652924,0.07863818,0.004832557
8377,0.086823635,0.8856648,0.027511539
8378,0.08016193,0.8819596,0.03787844
8379,0.030751102,0.9653769,0.0038719987
8380,0.3836578,0.6131557,0.003186469
8381,0.03652972,0.9552821,0.008188238
8382,0.11843472,0.8801857,0.0013796357
8383,0.03567391,0.95911753,0.005208513
8384,0.036978513,0.96125424,0.0017672542
8385,0.77680314,0.13328756,0.089909256
8386,0.48347458,0.48703015,0.029495237
8387,0.0058116266,0.9906872,0.003501231
8388,0.41951367,0.5729276,0.0075587216
8389,0.12476428,0.84495384,0.030281872
8390,0.96241254,0.034212176,0.003375289
8391,0.17361267,0.81098646,0.0154009
8392,0.10759838,0.8688521,0.023549486
8393,0.007818974,0.9917842,0.00039684155
8394,0.3965939,0.55672646,0.04667966
8395,0.6962863,0.27413535,0.02957834
8396,0.15423304,0.83048517,0.015281808
8397,0.058754154,0.93761027,0.003635591
8398,0.049011827,0.94900274,0.0019854752
8399,0.07934408,0.8634615,0.05719446
8400,0.9954602,0.0022948922,0.0022449167
8401,0.33627796,0.5290541,0.13466789
8402,0.84745723,0.109295145,0.04324763
8403,0.9304359,0.011114872,0.0584493
8404,0.36704314,0.6312894,0.0016674402
8405,0.8982013,0.098523065,0.00327568
8406,0.07819922,0.92057985,0.0012209403
8407,0.020827144,0.9692593,0.009913484
8408,0.13910453,0.84852535,0.012370096
8409,0.96027356,0.035379272,0.004347108
8410,0.3374464,0.34210274,0.32045087
8411,0.052892234,0.9375226,0.009585166
8412,0.9953353,0.0040056445,0.00065910566
8413,0.991267,0.005324661,0.003408296
8414,0.024064217,0.97432387,0.0016118845
8415,0.04025225,0.9509343,0.008813465
8416,0.03145271,0.964908,0.003639297
8417,0.37177697,0.6171857,0.011037315
8418,0.08097442,0.90056884,0.018456709
8419,0.9579093,0.02347038,0.018620308
8420,0.116847456,0.8731347,0.010017886
8421,0.91250974,0.050071064,0.037419226
8422,0.027432296,0.9676394,0.004928296
8423,0.023109648,0.96580964,0.011080773
8424,0.19112845,0.7327872,0.07608435
8425,0.020984538,0.9723364,0.006679027
8426,0.9286171,0.03542305,0.035959844
8427,0.09326676,0.8648104,0.04192282
8428,0.0037417773,0.9959098,0.0003483681
8429,0.042665232,0.95636725,0.00096748874
8430,0.049938798,0.9450037,0.005057473
8431,0.968228,0.02341921,0.008352841
8432,0.28960362,0.6587805,0.051615894
8433,0.069521196,0.8961876,0.034291252
8434,0.983546,0.007528257,0.008925773
8435,0.023249395,0.9759629,0.0007877187
8436,0.19308387,0.78899276,0.017923411
8437,0.95411134,0.0272761,0.018612612
8438,0.016880184,0.96118504,0.021934733
8439,0.58611846,0.2975432,0.11633835
8440,0.14004582,0.8159906,0.04396353
8441,0.6143244,0.38139713,0.004278489
8442,0.031652868,0.9635568,0.0047903014
8443,0.040598452,0.958522,0.0008794747
8444,0.019335603,0.96692365,0.013740797
8445,0.00537263,0.9862089,0.008418438
8446,0.168841,0.8238354,0.0073236334
8447,0.857769,0.10072351,0.04150745
8448,0.049514554,0.9502052,0.00028029285
8449,0.5806028,0.32164994,0.097747214
8450,0.5505921,0.42822734,0.021180544
8451,0.019720938,0.9767818,0.0034972776
8452,0.017088458,0.97949183,0.0034196638
8453,0.1428774,0.81862646,0.038496148
8454,0.6530112,0.34013185,0.0068569398
8455,0.9267133,0.07226032,0.0010263784
8456,0.6452017,0.32580325,0.028995082
8457,0.006609123,0.9921659,0.0012250157
8458,0.3011817,0.6184026,0.080415726
8459,0.016257681,0.9767138,0.0070285336
8460,0.024183072,0.9649637,0.010853275
8461,0.8815455,0.07183799,0.046616476
8462,0.042211067,0.9478245,0.009964387
8463,0.6820269,0.3134548,0.004518263
8464,0.047056828,0.9198728,0.03307032
8465,0.49756628,0.49942207,0.0030115843
8466,0.040749058,0.9346493,0.024601692
8467,0.008237869,0.9912991,0.0004629881
8468,0.6790207,0.121031165,0.19994818
8469,0.8103414,0.15463884,0.035019785
8470,0.29152513,0.6745699,0.033904918
8471,0.03729862,0.9623882,0.00031318225
8472,0.10646609,0.87851495,0.01501898
8473,0.0145369675,0.9786632,0.0067997864
8474,0.0708143,0.90325475,0.025930993
8475,0.8901738,0.10832278,0.0015034009
8476,0.07341204,0.9226608,0.003927178
8477,0.31572127,0.51353353,0.1707452
8478,0.035934977,0.9460453,0.018019745
8479,0.016651835,0.9699073,0.013440918
8480,0.060232107,0.9345644,0.0052034548
8481,0.0031514806,0.99181026,0.0050382256
8482,0.2982985,0.67790854,0.02379293
8483,0.8562997,0.1404128,0.0032874849
8484,0.040477846,0.9530495,0.006472635
8485,0.012873674,0.98361444,0.0035119627
8486,0.9495681,0.044787224,0.00564468
8487,0.39131054,0.5995691,0.009120382
8488,0.017381635,0.977462,0.005156355
8489,0.07601706,0.9176396,0.0063432897
8490,0.9378509,0.04368014,0.018469043
8491,0.9573454,0.041416485,0.0012381156
8492,0.10602789,0.84680384,0.047168307
8493,0.09242942,0.90143645,0.0061341207
8494,0.21481216,0.7801005,0.005087367
8495,0.010361953,0.9779087,0.011729448
8496,0.2049286,0.74555427,0.049517166
8497,0.024150036,0.9702279,0.005622048
8498,0.9659395,0.030284649,0.003775811
8499,0.01554804,0.9766381,0.007813863
8500,0.03837819,0.938848,0.022773845
8501,0.19587518,0.79173535,0.012389413
8502,0.9764143,0.022774845,0.00081078196
8503,0.118238345,0.8755638,0.0061978744
8504,0.9617677,0.033522442,0.004709905
8505,0.08421787,0.9139549,0.001827216
8506,0.01356288,0.9854333,0.0010038433
8507,0.19770442,0.80161566,0.0006799134
8508,0.14831024,0.8513089,0.00038082653
8509,0.030157078,0.96315175,0.0066911727
8510,0.27286112,0.649999,0.077139854
8511,0.011831235,0.9824241,0.0057446933
8512,0.9620828,0.036058567,0.0018586494
8513,0.27507904,0.6559023,0.06901864
8514,0.98757124,0.010081813,0.0023469045
8515,0.07872782,0.9196336,0.0016386089
8516,0.87473255,0.11492715,0.010340342
8517,0.44478562,0.5447169,0.010497493
8518,0.39742738,0.39746347,0.20510912
8519,0.67689407,0.30704775,0.016058182
8520,0.010607701,0.97417146,0.0152208265
8521,0.059797905,0.9355846,0.004617517
8522,0.24193986,0.74014133,0.01791881
8523,0.96699977,0.024051074,0.008949138
8524,0.008358288,0.9855155,0.006126287
8525,0.6837859,0.31305245,0.003161685
8526,0.0108582135,0.9876282,0.0015135589
8527,0.7178839,0.22124471,0.06087139
8528,0.6360013,0.36275086,0.0012478732
8529,0.022735199,0.97652173,0.0007429945
8530,0.052155122,0.9462327,0.0016122498
8531,0.051798653,0.9429919,0.005209424
8532,0.028127559,0.9695033,0.0023691861
8533,0.04086443,0.9552179,0.003917691
8534,0.085532926,0.8967716,0.01769545
8535,0.012244277,0.97970474,0.0080509875
8536,0.14651023,0.8449186,0.008571141
8537,0.43352556,0.5295417,0.036932822
8538,0.9198739,0.067442894,0.012683192
8539,0.120797046,0.81954294,0.059660044
8540,0.040566865,0.9567892,0.0026439484
8541,0.9112691,0.06993893,0.018791951
8542,0.011192225,0.97273964,0.016068107
8543,0.10332391,0.89211106,0.004565019
8544,0.98561525,0.012255872,0.0021288984
8545,0.99837273,0.0010467157,0.00058055395
8546,0.038883027,0.9505855,0.010531443
8547,0.652424,0.32029474,0.027281282
8548,0.13354996,0.85228616,0.0141638825
8549,0.015483648,0.97338575,0.011130591
8550,0.0046994323,0.99406046,0.0012400304
8551,0.5745964,0.414112,0.011291551
8552,0.031358767,0.9664491,0.0021921461
8553,0.9989654,0.0005642515,0.00047035917
8554,0.8482007,0.12744954,0.024349801
8555,0.023169352,0.9742042,0.002626457
8556,0.6154164,0.3565208,0.028062802
8557,0.019691754,0.96329963,0.017008591
